timestamp,high,low,open,close
2023-05-07 01:49:40,28858.7152,28806.2048,28838.3744,28835.1152
2023-05-07 02:00:00,28880.4944,28824.744,28835.1152,28872.0656
2023-05-07 02:20:00,28873.2848,28811.2944,28872.0656,28818.9136
2023-05-07 02:50:35,28872.814400000003,28809.2368,28854.995199999998,28848.1936
2023-05-07 03:00:00,28867.3168,28820.7632,28848.1936,28820.856
2023-05-07 03:20:04,28877.5952,28791.8544,28823.716800000002,28804.1456
2023-05-07 03:50:26,28956.2944,28803.6144,28905.016,28942.7248
2023-05-07 04:00:00,28950.5136,28814.4848,28942.7248,28916.894399999997
2023-05-07 04:20:04,29138.283199999998,28907.9056,28919.774400000002,28980.1936
2023-05-07 04:40:31,29003.5248,28851.0864,28991.9856,28887.784
2023-05-07 05:00:00,28945.4768,28827.955199999997,28887.784,28865.004800000002
2023-05-07 05:20:00,28914.4848,28855.735999999997,28865.004800000002,28855.735999999997
2023-05-07 05:40:05,28890.555200000003,28813.8256,28849.4864,28816.2048
2023-05-07 06:00:00,28845.6144,28748.4656,28816.2048,28793.376
2023-05-07 06:39:27,28804.3952,28744.0848,28772.264000000003,28763.456
2023-05-07 06:40:00,28819.8448,28763.456,28763.456,28798.5648
2023-05-07 07:00:00,28853.2752,28798.440000000002,28798.5648,28827.3056
2023-05-07 07:29:57,28844.1552,28787.6656,28812.004800000002,28807.396800000002
2023-05-07 07:40:00,28846.555200000003,28800.0944,28807.3456,28840.033600000002
2023-05-07 08:00:00,28860.5952,28826.353600000002,28840.033600000002,28833.095999999998
2023-05-07 08:24:52,28903.4864,28824.8848,28826.0656,28871.2656
2023-05-07 08:49:51,28911.0448,28855.7952,28888.663999999997,28888.663999999997
2023-05-07 09:00:00,28912.5936,28870.004800000002,28890.004800000002,28890.004800000002
2023-05-07 09:39:57,28935.995199999998,28855.7552,28901.8864,28901.8864
2023-05-07 09:40:00,28935.9344,28895.1152,28901.8864,28915.6656
2023-05-07 10:00:00,28932.2944,28911.214399999997,28914.555200000003,28914.023999999998
2023-05-07 10:20:04,28952.555200000003,28892.044800000003,28914.023999999998,28910.124799999998
2023-05-07 10:40:00,28941.425600000002,28901.3456,28910.124799999998,28910.4144
2023-05-07 11:09:53,28960.033600000002,28910.004800000002,28945.336000000003,28935.496
2023-05-07 11:20:00,28945.166400000002,28843.7552,28935.496,28864.6832
2023-05-07 11:59:39,28877.6144,28845.8352,28859.2368,28857.064
2023-05-07 12:00:00,28861.8864,28787.185599999997,28857.064,28790.1136
2023-05-07 12:39:42,28890.7632,28757.387199999997,28808.612800000003,28810.216
2023-05-07 12:40:00,28836.136,28791.9056,28810.324800000002,28815.764799999997
2023-05-07 13:00:00,28832.7248,28794.894399999997,28815.764799999997,28821.3056
2023-05-07 13:29:53,28837.0864,28810.673600000002,28825.0352,28831.9056
2023-05-07 13:40:00,28863.745600000002,28810.9552,28831.9056,28847.745600000002
2023-05-07 14:00:02,28854.865599999997,28771.214399999997,28854.865599999997,28779.185599999997
2023-05-07 14:20:12,28919.2304,28709.6352,28779.185599999997,28878.9552
2023-05-07 14:40:00,28878.9552,28817.016,28878.9552,28840.0656
2023-05-07 15:04:28,28919.944,28840.004800000002,28853.0256,28840.0656
2023-05-07 15:20:00,28906.9136,28870.004800000002,28901.144,28904.216
2023-05-07 15:40:03,28939.995199999998,28890.9456,28904.315199999997,28919.064
2023-05-07 16:00:06,28989.9856,28892.856,28921.3056,28954.104
2023-05-07 16:20:00,28977.2752,28899.4352,28954.104,28943.9856
2023-05-07 16:50:11,28987.496,28884.6544,28927.864,28919.995199999998
2023-05-07 17:00:00,28937.735999999997,28901.5664,28919.995199999998,28912.7056
2023-05-07 17:20:01,29071.9856,28884.4432,28912.7152,28963.4352
2023-05-07 17:40:05,29095.8864,28963.4352,28974.544,29043.875200000002
2023-05-07 18:00:00,29053.2048,28947.9856,29043.875200000002,28960.1648
2023-05-07 18:22:58,28969.7552,28900.9936,28934.663999999997,28946.7152
2023-05-07 18:40:00,28995.4768,28917.4352,28946.6944,28942.663999999997
2023-05-07 19:00:00,28973.0864,28911.444799999997,28942.663999999997,28926.2944
2023-05-07 19:20:00,28934.5648,28807.0064,28926.2944,28887.764799999997
2023-05-07 19:40:00,28953.646399999998,28853.955199999997,28887.764799999997,28953.646399999998
2023-05-07 20:02:59,29029.105600000003,28946.7152,28957.0544,28976.136
2023-05-07 20:20:00,28976.1552,28898.044800000003,28976.136,28919.995199999998
2023-05-07 20:53:30,28937.816,28878.0864,28905.2048,28904.5648
2023-05-07 21:00:00,28925.326399999998,28885.1152,28904.5648,28925.326399999998
2023-05-07 23:28:26,28947.256,28894.1552,28935.8544,28914.283199999998
