timestamp,volatility
2023-05-06 16:59:59,23.214102671538395
2023-05-06 17:19:59,124.29938218079374
2023-05-06 17:39:59,24.4925483188961
2023-05-06 17:59:59,17.88867076587071
2023-05-06 18:19:59,36.80959632691213
2023-05-06 18:39:59,24.624138384485583
2023-05-06 18:59:59,15.7870482635342
2023-05-06 19:19:59,37.98606780445617
2023-05-06 19:39:59,15.35553511311422
2023-05-06 19:59:59,19.97576695523218
2023-05-06 20:19:59,8.496416291160179
2023-05-06 20:39:59,43.67811469595963
2023-05-06 20:59:59,12.393657342588936
2023-05-06 21:19:59,40.56672851447176
2023-05-06 21:39:59,16.1941449242166
2023-05-06 21:59:59,11.994740141900072
2023-05-06 22:19:59,27.01817643782512
2023-05-06 22:39:59,12.04287713515846
2023-05-06 22:59:59,10.551135954153414
2023-05-06 23:19:59,22.89851337049574
2023-05-06 23:39:59,15.522288587670603
2023-05-06 23:59:59,14.693921669807247
2023-05-07 00:19:59,20.31894248563335
2023-05-07 00:39:59,16.684355815766697
2023-05-07 00:59:59,40.435608058066535
2023-05-07 01:19:59,8.910532871873922
2023-05-07 01:39:59,11.849477387806887
2023-05-07 01:59:59,11.200737738755274
2023-05-07 02:19:59,15.267342643198905
2023-05-07 02:39:59,16.77080133436495
2023-05-07 02:59:59,23.21812552004698
2023-05-07 03:19:59,13.105313396340831
2023-05-07 03:39:59,12.815996408509399
2023-05-07 03:59:59,49.00561522901357
2023-05-07 04:19:59,41.25333499191344
2023-05-07 04:39:59,50.3367282898666
2023-05-07 04:59:59,45.674307056701544
2023-05-07 05:19:59,29.79908441673003
2023-05-07 05:39:59,11.867720154326442
2023-05-07 05:59:59,18.142357797458683
2023-05-07 06:19:59,14.35425480802016
2023-05-07 06:39:59,11.945452619881513
2023-05-07 06:59:59,14.059558134989418
2023-05-07 07:19:59,13.24495428378445
2023-05-07 07:39:59,11.512282954177621
2023-05-07 07:59:59,11.707988642739474
2023-05-07 08:19:59,8.526890056698972
2023-05-07 08:39:59,21.87105963665093
2023-05-07 08:59:59,10.954504700306702
2023-05-07 09:19:59,10.199022278950787
2023-05-07 09:39:59,19.0201707267657
2023-05-07 09:59:59,8.788975538867831
2023-05-07 10:19:59,5.383102319039226
2023-05-07 10:39:59,14.254787340638226
2023-05-07 10:59:59,8.022634041493605
2023-05-07 11:19:59,10.295204645060583
2023-05-07 11:39:59,25.831524989638066
2023-05-07 11:59:59,8.20272051490168
2023-05-07 12:19:59,21.673612231584237
2023-05-07 12:39:59,36.93538787549711
2023-05-07 12:59:59,9.030730880527523
2023-05-07 13:19:59,9.53683260521696
2023-05-07 13:39:59,5.73045226742688
2023-05-07 13:59:59,12.581258128901814
2023-05-07 14:19:59,18.318929089014492
2023-05-07 14:39:59,41.746566120482456
2023-05-07 14:59:59,14.39269291668401
2023-05-07 15:19:59,20.571336287560698
2023-05-07 15:39:59,8.149426579000554
2023-05-07 15:59:59,12.008359208749674
2023-05-07 16:19:59,23.545723711583772
2023-05-07 16:39:59,18.405892878299532
2023-05-07 16:59:59,25.903542395592368
2023-05-07 17:19:59,9.231286955481515
2023-05-07 17:39:59,38.96847797794485
2023-05-07 17:59:59,26.75228397626536
2023-05-07 18:19:59,21.086968047878088
2023-05-07 18:39:59,13.286074749625824
2023-05-07 18:59:59,22.531026189905614
2023-05-07 19:19:59,15.768637861023445
2023-05-07 19:39:59,24.253404302292886
2023-05-07 19:59:59,14.34652823434629
2023-05-07 20:19:59,17.42806389214529
2023-05-07 20:39:59,22.728701862446417
2023-05-07 20:59:59,12.281897421692014
2023-05-07 21:16:07,9.597216427845282
2023-05-07 23:39:28,13.384151892733227
